Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Annual_CTC_LPA,Comp_Ratio,Overwork_Strain,Role_Friction
31,No,Travel_Frequently,798,Research & Development,7,2,Life Sciences,3,Female,48,2,3,Manufacturing Director,3,Married,14034,1,No,24,4,1,1,10,2,3,10,9,8,9,22.80465,1.3871568171242439,7.0,1.2
39,No,Travel_Frequently,672,Research & Development,7,2,Medical,3,Male,54,2,5,Manager,4,Married,21141,1,No,15,3,1,1,21,2,3,21,9,13,3,49.1436,1.1041278753330086,7.0,1.8
39,Yes,Travel_Rarely,1162,Sales,3,2,Medical,4,Female,41,3,2,Sales Executive,3,Married,17778,4,Yes,18,3,1,0,12,3,2,1,0,0,0,13.3569,0.8406355320173327,6.0,1.0
33,No,Travel_Frequently,508,Sales,10,3,Marketing,2,Male,46,2,2,Sales Executive,4,Single,4317,3,No,14,3,3,0,9,6,2,7,7,0,1,11.9391,0.7514042689776921,10.0,1.0
47,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,4,Male,42,3,5,Research Director,3,Married,16375,4,No,11,3,2,1,21,2,3,3,2,1,1,46.665,1.108419139915203,5.0,1.2
43,No,Travel_Frequently,559,Research & Development,10,4,Life Sciences,3,Female,82,2,2,Laboratory Technician,3,Divorced,6227,1,No,11,3,2,1,9,3,4,9,7,0,0,13.40535,1.8215523215523215,10.0,1.2
27,No,Non-Travel,210,Sales,1,1,Marketing,3,Male,73,3,2,Sales Executive,2,Married,22107,0,Yes,13,3,4,1,6,0,3,5,4,1,4,16.18995,1.0189375702134489,2.0,1.0
54,No,Travel_Frequently,928,Research & Development,20,4,Life Sciences,4,Female,31,3,2,Research Scientist,3,Single,16885,3,No,12,3,4,0,20,4,2,4,3,0,3,12.41595,1.6862337662337663,20.0,1.4
43,No,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,3,Female,43,3,3,Healthcare Representative,1,Married,9262,8,No,16,3,1,1,10,1,2,1,0,0,0,25.46175,1.4660108647775656,7.0,1.2
45,No,Travel_Rarely,549,Research & Development,8,4,Other,4,Male,75,3,2,Research Scientist,4,Married,9278,9,No,14,3,1,2,12,3,3,10,9,9,8,9.42735,1.2803463203463203,8.0,1.4
40,No,Travel_Rarely,1124,Sales,1,2,Medical,2,Male,57,1,2,Sales Executive,4,Married,13273,2,Yes,22,4,3,3,6,2,2,4,3,0,2,19.01535,1.1967581447600706,2.0,1.0
29,Yes,Travel_Rarely,318,Research & Development,8,4,Other,2,Male,77,1,1,Laboratory Technician,1,Married,4759,1,Yes,11,3,4,0,7,4,2,7,7,0,7,5.40345,0.7342342342342343,16.0,1.2
29,No,Travel_Rarely,738,Research & Development,9,5,Other,2,Male,30,2,1,Laboratory Technician,4,Single,7621,0,No,17,3,3,0,4,2,3,3,2,2,2,10.15665,1.3801108801108801,9.0,1.2
30,No,Travel_Rarely,570,Sales,5,3,Marketing,4,Female,30,2,2,Sales Executive,3,Divorced,5431,1,No,13,3,3,3,10,2,3,10,9,1,2,15.6009,0.9818648692023751,5.0,1.0
27,No,Travel_Rarely,1130,Sales,8,4,Marketing,2,Female,56,3,2,Sales Executive,2,Married,3415,1,No,18,3,1,1,8,3,3,8,7,0,7,15.8457,0.9972717059861981,8.0,1.0
37,No,Travel_Rarely,1192,Research & Development,5,2,Medical,4,Male,61,3,2,Manufacturing Director,4,Divorced,23177,7,No,16,3,3,2,8,2,2,6,2,0,4,16.18485,0.9844889095703429,5.0,1.2
38,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,3,Male,92,2,3,Research Director,4,Divorced,15682,0,Yes,14,3,2,1,12,3,3,11,10,2,9,29.3505,0.6971532404603271,30.0,1.2
31,No,Travel_Rarely,1232,Research & Development,7,4,Medical,3,Female,39,3,3,Manufacturing Director,4,Single,25713,1,Yes,14,3,3,0,11,2,2,11,9,4,10,18.21465,1.107957189390414,14.0,1.2
29,No,Travel_Rarely,144,Sales,10,1,Marketing,4,Female,39,2,2,Sales Executive,2,Divorced,11866,1,Yes,14,3,1,2,7,2,3,7,7,1,7,21.0834,1.3269138180067406,20.0,1.0
35,No,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,3,Male,62,3,3,Manufacturing Director,2,Single,18264,0,No,13,3,4,0,17,5,3,16,6,0,13,20.64225,1.2556227702807508,5.0,1.2
23,No,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,3,Male,83,3,1,Research Scientist,4,Divorced,16092,1,No,12,3,3,2,4,2,2,4,2,0,2,7.4052,1.0057142857142856,26.0,1.4
41,No,Travel_Rarely,483,Research & Development,6,3,Medical,4,Male,95,2,2,Manufacturing Director,2,Single,10110,6,Yes,15,3,4,0,8,3,3,5,4,1,2,15.3816,0.9356289747169226,12.0,1.2
47,No,Travel_Frequently,1309,Sales,4,1,Medical,2,Male,99,3,2,Sales Representative,3,Single,25751,3,No,19,3,1,0,5,3,3,0,0,0,0,7.5888,1.1539356339666538,4.0,1.2
42,No,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,Female,44,3,4,Research Director,4,Single,15901,2,No,14,3,2,0,16,2,3,1,0,0,0,40.7796,0.96862507571169,23.0,1.2
29,No,Non-Travel,746,Sales,2,3,Life Sciences,4,Male,61,3,2,Sales Executive,3,Married,16928,1,No,14,3,1,1,4,3,2,4,3,0,2,11.85495,0.746108168833253,2.0,1.0
42,No,Travel_Rarely,544,Human Resources,2,1,Technical Degree,3,Male,52,3,1,Human Resources,3,Divorced,24017,0,Yes,11,3,3,1,4,5,3,3,2,1,0,6.8748,0.8716456514710637,4.0,1.2
32,No,Travel_Rarely,1062,Research & Development,2,3,Medical,3,Female,75,3,1,Laboratory Technician,2,Married,3956,1,No,13,3,3,1,8,4,3,8,0,0,7,6.0435,0.8212058212058212,2.0,1.2
48,No,Travel_Rarely,530,Sales,29,1,Medical,1,Female,91,3,3,Manager,3,Married,23978,3,No,21,4,2,1,15,3,1,0,0,0,0,31.8852,0.7163768655647541,29.0,1.8
37,No,Travel_Rarely,1319,Research & Development,6,3,Medical,3,Male,51,4,2,Research Scientist,1,Divorced,17001,4,Yes,13,3,1,2,13,2,3,7,7,6,7,15.2337,2.068917748917749,12.0,1.4
30,No,Non-Travel,641,Sales,25,2,Technical Degree,4,Female,85,3,2,Sales Executive,3,Married,6069,7,Yes,12,3,2,1,4,2,4,2,2,2,2,12.0768,0.7600706146685925,50.0,1.0
26,No,Travel_Rarely,933,Sales,1,3,Life Sciences,3,Male,57,3,2,Sales Executive,3,Married,20156,1,No,17,3,2,1,8,3,3,8,7,7,7,13.5048,0.8499438292408922,1.0,1.0
42,No,Travel_Rarely,1332,Research & Development,2,4,Other,1,Male,98,2,2,Healthcare Representative,4,Single,17078,3,No,23,4,2,0,14,6,3,1,0,0,0,17.29155,0.9955953604463369,2.0,1.2
21,Yes,Travel_Frequently,756,Sales,1,1,Technical Degree,1,Female,99,2,1,Sales Representative,2,Single,9150,1,Yes,11,3,3,0,3,3,3,3,2,1,2,5.5437,0.8429623885226832,2.0,1.2
36,No,Non-Travel,845,Sales,1,5,Medical,4,Female,45,3,2,Sales Executive,4,Single,15276,4,No,15,3,2,0,7,6,3,1,0,0,0,16.96515,1.0677258866955546,1.0,1.0
36,No,Travel_Frequently,541,Sales,3,4,Medical,1,Male,48,2,3,Sales Executive,4,Married,7246,4,No,11,3,1,1,16,2,3,13,9,1,12,24.73245,1.5565719788155994,3.0,1.0
57,No,Travel_Rarely,593,Research & Development,1,4,Medical,4,Male,88,3,2,Healthcare Representative,3,Married,2967,2,No,11,3,3,0,15,2,3,3,2,1,2,17.22525,0.9917780061664954,1.0,1.2
40,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,4,Female,46,4,1,Laboratory Technician,3,Married,22495,3,Yes,13,3,3,1,10,3,3,7,7,1,7,5.64315,0.7668052668052668,20.0,1.2
21,No,Non-Travel,895,Sales,9,2,Medical,1,Male,39,3,1,Sales Representative,4,Single,2851,1,No,24,4,3,0,3,3,2,3,2,2,2,6.6555,1.0120201628538192,9.0,1.2
33,Yes,Travel_Rarely,350,Sales,5,3,Marketing,4,Female,34,3,1,Sales Representative,3,Single,9150,1,Yes,13,3,2,0,1,2,3,1,0,0,0,7.27005,1.1054672353625437,10.0,1.2
37,No,Travel_Rarely,921,Research & Development,10,3,Medical,3,Female,98,3,1,Laboratory Technician,1,Married,17663,6,No,20,4,2,1,17,3,3,5,4,0,3,8.8026,1.1961191961191961,10.0,1.2
46,No,Non-Travel,1144,Research & Development,7,4,Medical,3,Female,30,3,2,Manufacturing Director,3,Married,16044,2,No,14,3,3,0,7,2,4,1,0,0,0,13.4079,0.8155731347913758,7.0,1.2
41,Yes,Travel_Frequently,143,Sales,4,3,Marketing,1,Male,56,3,2,Sales Executive,2,Single,9558,1,No,18,3,3,0,8,5,3,8,7,7,7,23.85525,1.501364147006901,4.0,1.0
50,No,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,4,Male,100,2,3,Healthcare Representative,4,Single,2755,6,No,15,3,4,0,20,2,3,4,3,1,3,26.7648,1.5410365585082955,10.0,1.2
40,Yes,Travel_Rarely,575,Sales,22,2,Marketing,3,Male,68,2,2,Sales Executive,3,Married,6110,2,Yes,12,3,1,2,8,6,3,6,4,1,0,16.269,1.0239126945915582,44.0,1.0
31,No,Travel_Rarely,408,Research & Development,9,4,Life Sciences,3,Male,42,2,1,Research Scientist,2,Single,7551,0,Yes,16,3,4,0,3,5,3,2,2,2,2,6.77535,0.9201731601731602,18.0,1.4
21,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,3,Female,90,4,1,Sales Representative,2,Single,25422,1,No,15,3,4,0,1,0,3,1,0,0,0,6.9258,1.0531213648701045,12.0,1.2
29,No,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,4,Male,54,3,1,Research Scientist,4,Single,18168,9,No,16,3,4,0,6,4,3,3,2,1,2,5.61255,0.7622510822510822,23.0,1.4
35,No,Travel_Rarely,755,Research & Development,9,4,Life Sciences,3,Male,97,2,2,Healthcare Representative,2,Single,19394,9,No,19,3,3,0,10,5,3,1,1,0,0,16.677,0.9602114226985758,9.0,1.2
27,No,Travel_Rarely,1469,Research & Development,1,2,Medical,4,Male,82,3,1,Laboratory Technician,2,Divorced,17881,1,No,11,3,2,1,5,2,3,5,2,0,4,9.7308,1.3222453222453223,1.0,1.2
28,No,Travel_Rarely,304,Sales,9,4,Life Sciences,2,Male,92,3,2,Sales Executive,4,Single,20750,1,No,16,3,4,0,7,1,3,7,5,0,7,13.39515,0.8430428502648049,9.0,1.0
49,No,Travel_Rarely,1261,Research & Development,7,3,Other,2,Male,31,2,3,Healthcare Representative,3,Single,12066,8,No,24,4,3,0,26,2,3,5,2,0,0,27.96075,1.6098957568638967,7.0,1.2
51,No,Travel_Rarely,1178,Sales,14,2,Life Sciences,3,Female,87,3,2,Sales Executive,4,Married,14862,4,No,11,3,3,1,18,2,2,7,7,0,7,12.5868,0.7921681913015567,14.0,1.0
36,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,4,Female,96,3,1,Research Scientist,3,Married,11868,4,No,13,3,2,1,6,3,3,2,2,2,2,6.48465,0.8806926406926407,2.0,1.4
34,Yes,Non-Travel,1362,Sales,19,3,Marketing,1,Male,67,4,2,Sales Executive,4,Single,4652,8,Yes,13,3,2,0,9,3,2,5,2,0,4,13.5252,0.8512277323062108,38.0,1.0
55,No,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,3,Female,97,3,4,Manager,4,Single,23258,2,Yes,13,3,3,0,30,2,3,5,4,1,2,42.48045,0.9544243604801054,4.0,1.8
24,No,Travel_Rarely,1371,Sales,10,4,Marketing,4,Female,77,3,2,Sales Executive,3,Divorced,5915,1,Yes,12,3,4,1,5,2,4,5,2,0,3,10.863,0.6836783822821376,20.0,1.0
30,No,Travel_Rarely,202,Sales,2,1,Technical Degree,3,Male,72,3,1,Sales Representative,2,Married,17434,1,No,18,3,1,1,1,3,3,1,0,0,0,6.3138,0.9600620395502132,2.0,1.2
26,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,3,Male,73,3,1,Research Scientist,1,Single,6582,0,No,22,4,3,0,7,2,3,6,4,0,4,7.9101,1.0742857142857143,3.0,1.4
22,No,Travel_Rarely,253,Research & Development,11,3,Medical,1,Female,43,3,1,Research Scientist,2,Married,24440,1,No,13,3,4,1,2,1,3,2,1,1,2,5.7222,0.7771428571428571,11.0,1.4
36,No,Travel_Rarely,164,Sales,2,2,Medical,2,Male,61,2,3,Sales Executive,3,Married,3809,1,No,13,3,2,2,10,2,3,10,9,9,0,19.3698,1.2190659605199807,2.0,1.0
30,Yes,Travel_Frequently,464,Research & Development,4,3,Technical Degree,3,Male,40,3,1,Research Scientist,4,Single,3427,9,Yes,23,4,3,0,3,4,3,1,0,0,0,5.82675,0.7913419913419912,8.0,1.4
37,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,4,Female,95,3,1,Laboratory Technician,1,Divorced,26914,1,No,12,3,3,1,18,2,2,18,7,12,17,7.7367,1.0512820512820513,14.0,1.2
40,No,Travel_Rarely,759,Sales,2,2,Marketing,4,Female,46,3,2,Sales Executive,2,Divorced,22553,7,No,12,3,3,2,8,5,3,5,4,1,3,14.57325,0.9171882522869522,2.0,1.0
42,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,2,Female,95,3,1,Laboratory Technician,1,Divorced,20490,3,No,16,3,2,1,8,5,3,5,2,1,2,6.5688,0.8925848925848926,1.0,1.2
37,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,21123,2,Yes,12,3,4,0,18,2,2,1,0,0,1,10.70235,0.6510004653327128,20.0,1.2
43,No,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,Male,59,2,4,Research Director,2,Divorced,4345,1,No,11,3,3,1,25,3,3,25,10,3,9,36.5568,0.8683222289521504,12.0,1.2
40,No,Travel_Rarely,555,Research & Development,2,3,Medical,2,Female,78,2,2,Laboratory Technician,3,Married,13436,6,No,22,4,2,1,20,3,3,1,0,0,0,8.7924,1.1947331947331947,2.0,1.2
54,No,Travel_Rarely,821,Research & Development,5,2,Medical,1,Male,86,3,5,Research Director,1,Married,8509,4,No,11,3,3,1,24,4,2,4,2,1,2,49.4853,1.1754088431253786,5.0,1.2
34,No,Non-Travel,1381,Sales,4,4,Marketing,3,Female,72,3,2,Sales Executive,3,Married,12740,9,No,15,3,1,1,6,3,3,3,2,1,2,16.6719,1.0492697801316,4.0,1.0
31,No,Travel_Rarely,480,Research & Development,7,2,Medical,2,Female,31,3,2,Manufacturing Director,1,Married,4156,1,No,12,3,2,1,13,5,1,13,10,3,12,10.9803,0.6679075539010393,7.0,1.2
43,No,Travel_Frequently,313,Research & Development,21,3,Medical,4,Male,61,3,1,Laboratory Technician,4,Married,15238,7,No,20,4,1,1,8,1,3,3,2,1,2,5.7579,0.7823977823977825,21.0,1.2
43,No,Travel_Rarely,1473,Research & Development,8,4,Other,3,Female,74,3,2,Healthcare Representative,3,Divorced,2227,4,Yes,14,3,4,0,8,3,3,5,2,0,2,11.5311,0.6639260020554985,16.0,1.2
25,No,Travel_Rarely,891,Sales,4,2,Life Sciences,2,Female,99,2,2,Sales Executive,4,Single,12090,1,Yes,11,3,2,0,5,3,3,5,4,1,3,11.44185,0.720109131760552,8.0,1.0
37,No,Non-Travel,1063,Research & Development,25,5,Medical,2,Female,72,3,2,Research Scientist,3,Married,23866,3,Yes,15,3,1,2,15,2,3,13,11,10,7,11.34495,1.5407792207792208,50.0,1.4
31,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,16193,1,No,12,3,3,1,4,3,3,4,2,3,2,5.6559,0.7685377685377686,1.0,1.2
39,No,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,2,Male,52,3,5,Manager,3,Divorced,8213,1,Yes,14,3,3,1,21,3,3,21,8,1,6,48.95235,1.099830989143201,2.0,1.8
56,No,Travel_Frequently,906,Sales,6,3,Life Sciences,3,Female,86,4,4,Sales Executive,1,Married,18256,9,No,11,3,4,3,36,0,2,7,7,7,7,33.6906,2.120365912373616,6.0,1.0
30,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,2,Female,83,3,2,Sales Executive,3,Single,19558,0,No,11,3,2,0,6,6,3,5,4,4,4,16.77135,1.0555288075750282,12.0,1.0
41,No,Travel_Rarely,645,Sales,1,3,Marketing,2,Male,49,4,3,Sales Executive,1,Married,19566,1,No,16,3,3,1,10,2,3,10,7,0,7,21.3996,1.3468143155191783,1.0,1.0
28,No,Travel_Rarely,1300,Research & Development,17,2,Medical,3,Male,79,3,2,Laboratory Technician,1,Divorced,13535,1,No,12,3,4,1,10,2,3,10,0,1,8,11.6229,1.5793485793485793,17.0,1.2
25,Yes,Travel_Rarely,688,Research & Development,3,3,Medical,1,Male,91,3,1,Laboratory Technician,1,Married,9396,5,No,13,3,3,1,6,5,3,2,2,0,2,10.27905,1.3967428967428968,3.0,1.2
52,No,Travel_Rarely,319,Research & Development,3,3,Medical,4,Male,39,2,3,Manufacturing Director,3,Married,19609,2,Yes,14,3,3,0,28,4,3,5,4,0,4,20.32095,1.2360787963393827,6.0,1.2
45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,Male,69,3,1,Research Scientist,4,Married,9655,3,No,21,4,4,2,8,3,2,2,2,0,2,6.7677,0.919134199134199,10.0,1.4
52,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,4,Female,30,3,4,Manager,4,Married,10310,2,No,13,3,4,0,31,2,1,5,2,1,4,42.21525,0.9484660116302386,4.0,1.8
42,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,Female,92,3,2,Research Scientist,3,Divorced,12932,2,No,11,3,2,1,19,3,3,5,4,0,2,11.6178,1.5778354978354978,29.0,1.4
30,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,3,Female,43,1,2,Manufacturing Director,4,Single,24793,2,No,20,4,3,0,11,2,3,5,4,0,2,15.53205,0.9447805180704204,2.0,1.2
60,No,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,Female,41,3,5,Manager,1,Married,3854,5,No,11,3,4,0,33,5,1,29,8,11,10,49.8933,1.1209716691970553,7.0,1.8
46,No,Travel_Rarely,1485,Research & Development,18,3,Medical,3,Female,87,3,2,Manufacturing Director,3,Divorced,26314,2,No,14,3,3,1,19,5,2,10,7,0,8,12.2655,0.7460834496665115,18.0,1.2
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,4,Female,88,2,2,Healthcare Representative,4,Married,4386,0,No,11,3,4,3,7,4,4,6,5,0,4,11.53365,0.6640728233739539,28.0,1.2
24,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,21972,1,Yes,16,3,2,0,6,4,3,5,3,1,4,8.1651,1.241566498642885,2.0,1.2
34,Yes,Travel_Frequently,296,Sales,6,2,Marketing,4,Female,33,1,1,Sales Representative,3,Divorced,12253,0,No,16,3,4,1,3,3,2,2,2,1,0,5.99505,0.9115936409461031,6.0,1.2
38,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,4,Male,42,3,1,Laboratory Technician,4,Married,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,0,4.3401,0.5897435897435896,4.0,1.2
40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,3,Female,79,3,5,Manager,3,Married,13022,0,No,14,3,4,0,21,2,3,20,15,1,12,46.00455,1.033601650004297,2.0,1.8
26,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,3032,1,No,22,4,2,2,3,3,1,3,2,0,2,7.3593,0.9994805194805195,23.0,1.4
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,16734,4,No,15,3,3,1,9,3,1,5,3,1,4,5.34735,0.7266112266112266,3.0,1.2
29,No,Travel_Rarely,986,Research & Development,3,4,Medical,2,Male,93,2,3,Research Director,3,Married,21526,1,No,18,3,3,0,10,2,3,10,2,0,7,30.43425,0.7228952150211992,3.0,1.2
29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,3,Female,71,2,1,Research Scientist,2,Married,18300,5,No,16,3,2,0,6,2,4,2,2,1,1,6.4923,0.8817316017316017,25.0,1.4
19,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,Male,52,2,1,Human Resources,4,Single,18437,1,No,12,3,3,0,1,3,4,1,0,0,0,6.5382,0.8289686388619463,2.0,1.2
30,No,Non-Travel,1398,Sales,22,4,Other,3,Female,69,3,3,Sales Executive,1,Married,2890,0,No,11,3,3,0,10,3,3,9,8,7,8,21.4506,1.3500240731824746,22.0,1.0
57,No,Travel_Rarely,210,Sales,29,3,Marketing,1,Male,56,2,4,Manager,4,Divorced,22102,3,No,12,3,3,1,32,3,2,1,0,0,0,36.0009,0.8088458563694176,29.0,1.8
50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,2,Male,88,2,4,Manager,3,Married,9314,0,No,15,3,2,1,28,2,3,27,10,15,7,43.4673,0.9765962932195137,29.0,1.8
30,No,Non-Travel,1116,Research & Development,2,3,Medical,3,Female,49,3,1,Laboratory Technician,4,Single,7181,0,No,14,3,3,0,12,2,2,11,7,6,7,6.5382,0.8884268884268883,2.0,1.2
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,3,Female,80,2,3,Sales Executive,1,Married,2845,4,No,19,3,4,0,22,5,4,18,13,13,11,26.1783,1.647568608570053,28.0,1.0
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,Female,65,3,2,Manufacturing Director,4,Divorced,7389,5,No,13,3,3,3,20,2,3,5,0,0,4,12.9285,0.7864122847836202,2.0,1.2
46,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,Male,51,3,4,Research Director,3,Married,2288,6,No,13,3,3,0,26,2,1,3,2,0,1,45.54555,1.0818291944276197,2.0,1.2
35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,4,Male,46,1,1,Laboratory Technician,3,Single,19225,0,No,15,3,3,0,6,2,3,5,4,4,3,10.7865,1.4656964656964657,22.0,1.2
54,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,3,Female,42,3,2,Laboratory Technician,3,Single,23428,7,No,11,3,3,0,19,3,3,1,0,0,0,9.639,1.3097713097713097,8.0,1.2
34,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,4,Male,62,2,1,Research Scientist,3,Divorced,8416,3,No,12,3,3,1,14,3,3,7,3,5,7,7.0584,0.9586147186147186,2.0,1.4
46,No,Travel_Rarely,1125,Sales,10,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,11563,2,Yes,19,3,3,1,15,3,3,3,2,1,2,23.13105,1.4557855881880917,20.0,1.0
31,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,3,Male,33,3,3,Manufacturing Director,2,Divorced,14394,1,No,25,4,4,1,13,6,4,13,8,0,8,27.1524,1.6516209089498992,9.0,1.2
33,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,2,Male,56,3,3,Manager,3,Married,24619,7,Yes,12,3,4,0,15,2,4,7,6,7,7,34.7055,0.7797416139104529,30.0,1.8
33,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,1,Male,38,1,1,Laboratory Technician,4,Divorced,6705,7,No,13,3,1,3,8,2,3,4,3,1,3,8.6904,1.180873180873181,10.0,1.2
30,No,Travel_Rarely,413,Sales,7,1,Marketing,4,Male,57,3,1,Sales Representative,2,Single,18398,0,No,14,3,1,0,4,3,3,3,2,1,2,7.60665,1.156649864288484,7.0,1.2
35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,4,Male,72,3,3,Healthcare Representative,3,Married,14295,4,Yes,12,3,3,0,10,2,3,8,7,0,0,19.4616,1.120540302451916,32.0,1.2
31,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,Male,66,3,3,Healthcare Representative,3,Married,22908,3,No,12,3,1,0,12,2,3,1,0,0,0,25.0512,1.44237263250624,20.0,1.2
34,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,2,Female,43,3,3,Human Resources,1,Divorced,11533,9,Yes,15,3,3,3,11,2,3,3,2,0,2,25.3725,3.2169414807630132,46.0,1.2
42,No,Travel_Frequently,1474,Research & Development,5,2,Other,2,Male,97,3,1,Laboratory Technician,3,Married,9260,4,No,17,3,4,1,8,4,3,2,2,2,0,5.33715,0.7252252252252253,5.0,1.2
36,No,Non-Travel,635,Sales,10,4,Medical,2,Male,32,3,3,Sales Executive,4,Single,15318,1,No,14,3,4,0,10,3,2,10,3,9,7,25.449,1.6016690739849142,10.0,1.0
22,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,3,Male,99,2,1,Laboratory Technician,3,Single,9129,5,No,16,3,3,0,4,3,3,2,2,1,2,9.9297,1.3492723492723493,4.0,1.2
48,No,Travel_Rarely,163,Sales,2,5,Marketing,2,Female,37,3,2,Sales Executive,4,Married,19658,2,No,14,3,1,1,14,2,3,9,7,6,7,10.33005,0.6501364147006901,2.0,1.0
55,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,Female,83,3,4,Manager,2,Single,9873,3,No,23,4,4,0,37,2,3,10,9,7,7,42.92925,0.9645077200721878,18.0,1.8
41,No,Non-Travel,267,Sales,10,2,Life Sciences,4,Male,56,3,2,Sales Executive,4,Single,13430,7,No,14,3,4,0,16,3,3,14,3,1,10,15.8865,0.9998395121168351,10.0,1.0
35,No,Travel_Rarely,619,Sales,1,3,Marketing,2,Male,85,3,2,Sales Executive,3,Married,18659,9,No,11,3,3,0,15,2,3,11,9,6,9,12.02835,0.7570213448884608,1.0,1.0
40,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,2,Female,75,3,4,Manufacturing Director,3,Single,20364,7,No,15,3,3,0,22,3,3,20,6,5,13,33.75435,2.0532030401737242,6.0,1.2
39,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,3,Female,48,3,1,Laboratory Technician,3,Married,17872,1,No,11,3,1,1,8,3,3,8,3,0,7,9.57525,1.3011088011088012,8.0,1.2
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,2,Male,77,3,2,Sales Executive,4,Single,8346,4,Yes,13,3,3,0,10,2,4,6,5,0,5,16.7841,1.0563312469908521,4.0,1.0
42,No,Travel_Rarely,319,Research & Development,24,3,Medical,4,Male,56,3,3,Manufacturing Director,1,Married,6950,1,Yes,21,4,4,1,10,5,2,10,9,5,8,18.8853,1.1487513572204127,48.0,1.2
45,No,Travel_Rarely,561,Sales,2,3,Other,4,Male,61,3,2,Sales Executive,2,Married,16177,0,No,19,3,2,1,9,3,4,8,7,3,7,12.25275,0.7711442786069652,2.0,1.0
26,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,2,Female,58,3,1,Human Resources,3,Divorced,22808,0,Yes,11,3,2,1,8,2,2,7,7,1,0,6.98955,0.8861946330423537,34.0,1.2
29,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,4,Male,34,3,2,Manufacturing Director,4,Divorced,22645,4,No,12,3,2,2,8,2,4,3,2,1,2,10.8681,0.6610826741119901,19.0,1.2
